...1,gu,price,rating,nrat,sh,title,housing_type,cap,bed,room,bath,res_rate,cert,clean,freeparking,laundry,camera,review_list,npho,url,locations,min_distance,subway
132,마포구,277270,4.42,12,0,,1,2,1,1,1,99,1,0,0,1,0,"['피드백이 빠르고 친절하십니다', '깨끗하고 좋았어요', '옥상 바베큐 장소가 상당히 프라이빗하여 좋은 시간 보내기에 좋았습니다. 사진에 비해 숙소는 작게 느껴졌으나, 부족함 없이 지내기 좋았습니다. 필요물품도 다 잘 구비되어 있었습니다.', '화장실이 좀 아쉬웠던거 빼고는 좋았습니다!', '2번째 이용하고 있어요 좋아요!', '최근에 묵었던 숙소중에 제에에에에일 이뻤어요 그리고 센스가득한 숙소였어요 다음에 여행오게 되면 또 여기서 묵고싶네요', '아늑하고 분위기가 좋았구요 바베큐장도 프라이빗해서 좋았습니다~!', '보드게임으로 시간가는 줄 모르고 놀았습니댜 👍 GOOD', '주차가 아쉽습니다.', '좋아요 영어에서 번역됨  원문 보기', '좋아요 영어에서 번역됨  원문 보기', '좋은 경험이었습니다! 꽤 편안했고 호스트도 너무 친절했습니다. 재방문 의사 있습니다. 영어에서 번역됨  원문 보기']",12,https://www.airbnb.co.kr/rooms/673265587389010995?adults=1&children=0&infants=0&pets=0&check_in=2022-12-02&check_out=2022-12-04&source_impression_id=p3_1669368042_aUWEDeQig7u0MchZ,"(37.5581, 126.93344)",0.448924436,신촌역
140,마포구,277270,4.83,60,1,도심에서 캠핑을 즐기며 자유를 만끽하려면 <옥탑방프리덤> / #otb_freedom,1,2,1,1,1,100,1,0,1,0,0,"['2번째 방문입니다 ! 처음 방문했을 때는 없었던 텐트가 있어서 세상 캠핑장 온 느낌을 더 낼 수 있었고 그 외에도 호스트님의 섬세함과 센스가...! 엄지척 추천입니다!', '방이 너무 청결해서 호스트님이 정말 신경을 많이 쓰신다는 것이 느껴졌고 쌀쌀한 날씨임에도 난방이 잘되고 공간 자체에서 따듯 포근한 분위기가 느껴져서 정말 훈훈하게 즐거운 시간 보냈습니다 :) 화장실도 외부에 있다는게 전혀 신경 쓰이지 않을 정도로 깨끗하고 따듯했어요!', '분위기 최고에요 너무 이쁘고 모든게 좋았어요', '안락한 방과 쉴수있는 공간 주변에 높은 건물들도 적어 도심캠핑처럼 느껴질정도로 좋았어요', '적당한 가격 적당한 위치 캠핑장을 가지 않아도 캠핑장 느낌 낼 수 있어서 좋슴당 호스트 쎈쓰가 돋보이는 숙소였고 조만간 재방문 의사 200% 임당!', '도심 속에서 캠핑 즐기는 느낌이라 좋았어요', '큰 거울과 멀티탭 , 곳곳에 있는 조명들, 밤에도 따뜻하게 야외를 즐길 수 있는 텐트, 온풍기 10월 중순 기준 난방 필요없는 방, 빔프로젝터는 핸드폰 연결인데 핸드폰 거치대도 잘되어있고 침대 누워서 보기 딱 좋아요 주에 한번 오고싶다 계속 외치면서 숙박했어요 ㅠㅠㅠㅠ', '급하게 하루 묵을 곳이 필요해서 찾게 됐어요 뷰....는 잘 모르겠지만 친구들이랑 보드게임도 하고 1박으로 놀기엔 좋을거같아요', '내년에 또 방문하고싶습니다. 너무 좋았어요^^ 감사합니다.  좋은점 1)위치. cu앞, 다이소근처 2)시설. 숯, 캠핑용품, 빔프로젝터, 보드게임 3)빠른 답변  (아쉬운점) 1)방문 옆 엘베소음이 새벽에도 계속 들려서 힘들었습니다 2)화장실위치 3)어메니티가 없던 점. 이건 제가 다음에 구비해서 방문하면되니까!', '진짜 깔끔하고 분위기도 너무 좋았습니당 ㅠㅠ💛 섬세함까지,, 최고였던 숙소에요 ! 다음에 또 재방문 의사 있습니다 ㅎㅎ', '정말 최고의 숙소입니다. 매년 한 번씩 찾아보고 싶은 숙소! 강추합니다!', '너무 좋아', '뷰 너무 좋아요', '이쁘고 넘 좋았어요!']",40,https://www.airbnb.co.kr/rooms/623406187652368918?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669368226_NllCr%2BswjeaBrH9l,"(37.60967, 126.91722)",0.175354819,구산역
142,마포구,277270,4.42,12,0,,1,2,1,1,1,99,1,0,0,1,0,"['피드백이 빠르고 친절하십니다', '깨끗하고 좋았어요', '옥상 바베큐 장소가 상당히 프라이빗하여 좋은 시간 보내기에 좋았습니다. 사진에 비해 숙소는 작게 느껴졌으나, 부족함 없이 지내기 좋았습니다. 필요물품도 다 잘 구비되어 있었습니다.', '화장실이 좀 아쉬웠던거 빼고는 좋았습니다!', '2번째 이용하고 있어요 좋아요!', '최근에 묵었던 숙소중에 제에에에에일 이뻤어요 그리고 센스가득한 숙소였어요 다음에 여행오게 되면 또 여기서 묵고싶네요', '아늑하고 분위기가 좋았구요 바베큐장도 프라이빗해서 좋았습니다~!', '보드게임으로 시간가는 줄 모르고 놀았습니댜 👍 GOOD', '주차가 아쉽습니다.', '좋아요 영어에서 번역됨  원문 보기', '좋아요 영어에서 번역됨  원문 보기', '좋은 경험이었습니다! 꽤 편안했고 호스트도 너무 친절했습니다. 재방문 의사 있습니다. 영어에서 번역됨  원문 보기']",12,https://www.airbnb.co.kr/rooms/673265587389010995?adults=1&children=0&infants=0&pets=0&check_in=2022-12-02&check_out=2022-12-04&source_impression_id=p3_1669368274_oTRRolwK79W3hP%2BF,"(37.5581, 126.93344)",0.448924436,신촌역
161,마포구,277270,4.83,60,1,도심에서 캠핑을 즐기며 자유를 만끽하려면 <옥탑방프리덤> / #otb_freedom,1,2,1,1,1,100,1,0,1,0,0,"['2번째 방문입니다 ! 처음 방문했을 때는 없었던 텐트가 있어서 세상 캠핑장 온 느낌을 더 낼 수 있었고 그 외에도 호스트님의 섬세함과 센스가...! 엄지척 추천입니다!', '방이 너무 청결해서 호스트님이 정말 신경을 많이 쓰신다는 것이 느껴졌고 쌀쌀한 날씨임에도 난방이 잘되고 공간 자체에서 따듯 포근한 분위기가 느껴져서 정말 훈훈하게 즐거운 시간 보냈습니다 :) 화장실도 외부에 있다는게 전혀 신경 쓰이지 않을 정도로 깨끗하고 따듯했어요!', '분위기 최고에요 너무 이쁘고 모든게 좋았어요', '안락한 방과 쉴수있는 공간 주변에 높은 건물들도 적어 도심캠핑처럼 느껴질정도로 좋았어요', '적당한 가격 적당한 위치 캠핑장을 가지 않아도 캠핑장 느낌 낼 수 있어서 좋슴당 호스트 쎈쓰가 돋보이는 숙소였고 조만간 재방문 의사 200% 임당!', '도심 속에서 캠핑 즐기는 느낌이라 좋았어요', '큰 거울과 멀티탭 , 곳곳에 있는 조명들, 밤에도 따뜻하게 야외를 즐길 수 있는 텐트, 온풍기 10월 중순 기준 난방 필요없는 방, 빔프로젝터는 핸드폰 연결인데 핸드폰 거치대도 잘되어있고 침대 누워서 보기 딱 좋아요 주에 한번 오고싶다 계속 외치면서 숙박했어요 ㅠㅠㅠㅠ', '급하게 하루 묵을 곳이 필요해서 찾게 됐어요 뷰....는 잘 모르겠지만 친구들이랑 보드게임도 하고 1박으로 놀기엔 좋을거같아요', '내년에 또 방문하고싶습니다. 너무 좋았어요^^ 감사합니다.  좋은점 1)위치. cu앞, 다이소근처 2)시설. 숯, 캠핑용품, 빔프로젝터, 보드게임 3)빠른 답변  (아쉬운점) 1)방문 옆 엘베소음이 새벽에도 계속 들려서 힘들었습니다 2)화장실위치 3)어메니티가 없던 점. 이건 제가 다음에 구비해서 방문하면되니까!', '진짜 깔끔하고 분위기도 너무 좋았습니당 ㅠㅠ💛 섬세함까지,, 최고였던 숙소에요 ! 다음에 또 재방문 의사 있습니다 ㅎㅎ', '정말 최고의 숙소입니다. 매년 한 번씩 찾아보고 싶은 숙소! 강추합니다!', '너무 좋아', '뷰 너무 좋아요', '이쁘고 넘 좋았어요!']",40,https://www.airbnb.co.kr/rooms/623406187652368918?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669368675_1Ys%2FZOcFdy8zsDfO,"(37.60967, 126.91722)",0.175354819,구산역
172,마포구,277270,4.42,12,0,,1,2,1,1,1,99,1,0,0,1,0,"['피드백이 빠르고 친절하십니다', '깨끗하고 좋았어요', '옥상 바베큐 장소가 상당히 프라이빗하여 좋은 시간 보내기에 좋았습니다. 사진에 비해 숙소는 작게 느껴졌으나, 부족함 없이 지내기 좋았습니다. 필요물품도 다 잘 구비되어 있었습니다.', '화장실이 좀 아쉬웠던거 빼고는 좋았습니다!', '2번째 이용하고 있어요 좋아요!', '최근에 묵었던 숙소중에 제에에에에일 이뻤어요 그리고 센스가득한 숙소였어요 다음에 여행오게 되면 또 여기서 묵고싶네요', '아늑하고 분위기가 좋았구요 바베큐장도 프라이빗해서 좋았습니다~!', '보드게임으로 시간가는 줄 모르고 놀았습니댜 👍 GOOD', '주차가 아쉽습니다.', '좋아요 영어에서 번역됨  원문 보기', '좋아요 영어에서 번역됨  원문 보기', '좋은 경험이었습니다! 꽤 편안했고 호스트도 너무 친절했습니다. 재방문 의사 있습니다. 영어에서 번역됨  원문 보기']",12,https://www.airbnb.co.kr/rooms/673265587389010995?adults=1&children=0&infants=0&pets=0&check_in=2022-12-02&check_out=2022-12-04&source_impression_id=p3_1669368917_ZvG7%2F1d9oqTRWtNz,"(37.5581, 126.93344)",0.448924436,신촌역
180,마포구,277270,4.83,60,1,도심에서 캠핑을 즐기며 자유를 만끽하려면 <옥탑방프리덤> / #otb_freedom,1,2,1,1,1,100,1,0,1,0,0,"['2번째 방문입니다 ! 처음 방문했을 때는 없었던 텐트가 있어서 세상 캠핑장 온 느낌을 더 낼 수 있었고 그 외에도 호스트님의 섬세함과 센스가...! 엄지척 추천입니다!', '방이 너무 청결해서 호스트님이 정말 신경을 많이 쓰신다는 것이 느껴졌고 쌀쌀한 날씨임에도 난방이 잘되고 공간 자체에서 따듯 포근한 분위기가 느껴져서 정말 훈훈하게 즐거운 시간 보냈습니다 :) 화장실도 외부에 있다는게 전혀 신경 쓰이지 않을 정도로 깨끗하고 따듯했어요!', '분위기 최고에요 너무 이쁘고 모든게 좋았어요', '안락한 방과 쉴수있는 공간 주변에 높은 건물들도 적어 도심캠핑처럼 느껴질정도로 좋았어요', '적당한 가격 적당한 위치 캠핑장을 가지 않아도 캠핑장 느낌 낼 수 있어서 좋슴당 호스트 쎈쓰가 돋보이는 숙소였고 조만간 재방문 의사 200% 임당!', '도심 속에서 캠핑 즐기는 느낌이라 좋았어요', '큰 거울과 멀티탭 , 곳곳에 있는 조명들, 밤에도 따뜻하게 야외를 즐길 수 있는 텐트, 온풍기 10월 중순 기준 난방 필요없는 방, 빔프로젝터는 핸드폰 연결인데 핸드폰 거치대도 잘되어있고 침대 누워서 보기 딱 좋아요 주에 한번 오고싶다 계속 외치면서 숙박했어요 ㅠㅠㅠㅠ', '급하게 하루 묵을 곳이 필요해서 찾게 됐어요 뷰....는 잘 모르겠지만 친구들이랑 보드게임도 하고 1박으로 놀기엔 좋을거같아요', '내년에 또 방문하고싶습니다. 너무 좋았어요^^ 감사합니다.  좋은점 1)위치. cu앞, 다이소근처 2)시설. 숯, 캠핑용품, 빔프로젝터, 보드게임 3)빠른 답변  (아쉬운점) 1)방문 옆 엘베소음이 새벽에도 계속 들려서 힘들었습니다 2)화장실위치 3)어메니티가 없던 점. 이건 제가 다음에 구비해서 방문하면되니까!', '진짜 깔끔하고 분위기도 너무 좋았습니당 ㅠㅠ💛 섬세함까지,, 최고였던 숙소에요 ! 다음에 또 재방문 의사 있습니다 ㅎㅎ', '정말 최고의 숙소입니다. 매년 한 번씩 찾아보고 싶은 숙소! 강추합니다!', '너무 좋아', '뷰 너무 좋아요', '이쁘고 넘 좋았어요!']",40,https://www.airbnb.co.kr/rooms/623406187652368918?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669369101_rT%2BYVVxflXAxxEP%2F,"(37.60967, 126.91722)",0.175354819,구산역
182,마포구,277270,4.42,12,0,,1,2,1,1,1,99,1,0,0,1,0,"['피드백이 빠르고 친절하십니다', '깨끗하고 좋았어요', '옥상 바베큐 장소가 상당히 프라이빗하여 좋은 시간 보내기에 좋았습니다. 사진에 비해 숙소는 작게 느껴졌으나, 부족함 없이 지내기 좋았습니다. 필요물품도 다 잘 구비되어 있었습니다.', '화장실이 좀 아쉬웠던거 빼고는 좋았습니다!', '2번째 이용하고 있어요 좋아요!', '최근에 묵었던 숙소중에 제에에에에일 이뻤어요 그리고 센스가득한 숙소였어요 다음에 여행오게 되면 또 여기서 묵고싶네요', '아늑하고 분위기가 좋았구요 바베큐장도 프라이빗해서 좋았습니다~!', '보드게임으로 시간가는 줄 모르고 놀았습니댜 👍 GOOD', '주차가 아쉽습니다.', '좋아요 영어에서 번역됨  원문 보기', '좋아요 영어에서 번역됨  원문 보기', '좋은 경험이었습니다! 꽤 편안했고 호스트도 너무 친절했습니다. 재방문 의사 있습니다. 영어에서 번역됨  원문 보기']",12,https://www.airbnb.co.kr/rooms/673265587389010995?adults=1&children=0&infants=0&pets=0&check_in=2022-12-02&check_out=2022-12-04&source_impression_id=p3_1669369150_gpOEPKcAU04FTrvh,"(37.5581, 126.93344)",0.448924436,신촌역
201,마포구,277270,4.83,60,1,도심에서 캠핑을 즐기며 자유를 만끽하려면 <옥탑방프리덤> / #otb_freedom,1,2,1,1,1,100,1,0,1,0,0,"['2번째 방문입니다 ! 처음 방문했을 때는 없었던 텐트가 있어서 세상 캠핑장 온 느낌을 더 낼 수 있었고 그 외에도 호스트님의 섬세함과 센스가...! 엄지척 추천입니다!', '방이 너무 청결해서 호스트님이 정말 신경을 많이 쓰신다는 것이 느껴졌고 쌀쌀한 날씨임에도 난방이 잘되고 공간 자체에서 따듯 포근한 분위기가 느껴져서 정말 훈훈하게 즐거운 시간 보냈습니다 :) 화장실도 외부에 있다는게 전혀 신경 쓰이지 않을 정도로 깨끗하고 따듯했어요!', '분위기 최고에요 너무 이쁘고 모든게 좋았어요', '안락한 방과 쉴수있는 공간 주변에 높은 건물들도 적어 도심캠핑처럼 느껴질정도로 좋았어요', '적당한 가격 적당한 위치 캠핑장을 가지 않아도 캠핑장 느낌 낼 수 있어서 좋슴당 호스트 쎈쓰가 돋보이는 숙소였고 조만간 재방문 의사 200% 임당!', '도심 속에서 캠핑 즐기는 느낌이라 좋았어요', '큰 거울과 멀티탭 , 곳곳에 있는 조명들, 밤에도 따뜻하게 야외를 즐길 수 있는 텐트, 온풍기 10월 중순 기준 난방 필요없는 방, 빔프로젝터는 핸드폰 연결인데 핸드폰 거치대도 잘되어있고 침대 누워서 보기 딱 좋아요 주에 한번 오고싶다 계속 외치면서 숙박했어요 ㅠㅠㅠㅠ', '급하게 하루 묵을 곳이 필요해서 찾게 됐어요 뷰....는 잘 모르겠지만 친구들이랑 보드게임도 하고 1박으로 놀기엔 좋을거같아요', '내년에 또 방문하고싶습니다. 너무 좋았어요^^ 감사합니다.  좋은점 1)위치. cu앞, 다이소근처 2)시설. 숯, 캠핑용품, 빔프로젝터, 보드게임 3)빠른 답변  (아쉬운점) 1)방문 옆 엘베소음이 새벽에도 계속 들려서 힘들었습니다 2)화장실위치 3)어메니티가 없던 점. 이건 제가 다음에 구비해서 방문하면되니까!', '진짜 깔끔하고 분위기도 너무 좋았습니당 ㅠㅠ💛 섬세함까지,, 최고였던 숙소에요 ! 다음에 또 재방문 의사 있습니다 ㅎㅎ', '정말 최고의 숙소입니다. 매년 한 번씩 찾아보고 싶은 숙소! 강추합니다!', '너무 좋아', '뷰 너무 좋아요', '이쁘고 넘 좋았어요!']",40,https://www.airbnb.co.kr/rooms/623406187652368918?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669369548_YENcpy8kfTdptI%2B7,"(37.60967, 126.91722)",0.175354819,구산역
212,마포구,277270,4.42,12,0,,1,2,1,1,1,99,1,0,0,1,0,"['피드백이 빠르고 친절하십니다', '깨끗하고 좋았어요', '옥상 바베큐 장소가 상당히 프라이빗하여 좋은 시간 보내기에 좋았습니다. 사진에 비해 숙소는 작게 느껴졌으나, 부족함 없이 지내기 좋았습니다. 필요물품도 다 잘 구비되어 있었습니다.', '화장실이 좀 아쉬웠던거 빼고는 좋았습니다!', '2번째 이용하고 있어요 좋아요!', '최근에 묵었던 숙소중에 제에에에에일 이뻤어요 그리고 센스가득한 숙소였어요 다음에 여행오게 되면 또 여기서 묵고싶네요', '아늑하고 분위기가 좋았구요 바베큐장도 프라이빗해서 좋았습니다~!', '보드게임으로 시간가는 줄 모르고 놀았습니댜 👍 GOOD', '주차가 아쉽습니다.', '좋아요 영어에서 번역됨  원문 보기', '좋아요 영어에서 번역됨  원문 보기', '좋은 경험이었습니다! 꽤 편안했고 호스트도 너무 친절했습니다. 재방문 의사 있습니다. 영어에서 번역됨  원문 보기']",12,https://www.airbnb.co.kr/rooms/673265587389010995?adults=1&children=0&infants=0&pets=0&check_in=2022-12-02&check_out=2022-12-04&source_impression_id=p3_1669369789_uOTtqAcuLVKOoY%2B4,"(37.5581, 126.93344)",0.448924436,신촌역
220,마포구,277270,4.83,60,1,도심에서 캠핑을 즐기며 자유를 만끽하려면 <옥탑방프리덤> / #otb_freedom,1,2,1,1,1,100,1,0,1,0,0,"['2번째 방문입니다 ! 처음 방문했을 때는 없었던 텐트가 있어서 세상 캠핑장 온 느낌을 더 낼 수 있었고 그 외에도 호스트님의 섬세함과 센스가...! 엄지척 추천입니다!', '방이 너무 청결해서 호스트님이 정말 신경을 많이 쓰신다는 것이 느껴졌고 쌀쌀한 날씨임에도 난방이 잘되고 공간 자체에서 따듯 포근한 분위기가 느껴져서 정말 훈훈하게 즐거운 시간 보냈습니다 :) 화장실도 외부에 있다는게 전혀 신경 쓰이지 않을 정도로 깨끗하고 따듯했어요!', '분위기 최고에요 너무 이쁘고 모든게 좋았어요', '안락한 방과 쉴수있는 공간 주변에 높은 건물들도 적어 도심캠핑처럼 느껴질정도로 좋았어요', '적당한 가격 적당한 위치 캠핑장을 가지 않아도 캠핑장 느낌 낼 수 있어서 좋슴당 호스트 쎈쓰가 돋보이는 숙소였고 조만간 재방문 의사 200% 임당!', '도심 속에서 캠핑 즐기는 느낌이라 좋았어요', '큰 거울과 멀티탭 , 곳곳에 있는 조명들, 밤에도 따뜻하게 야외를 즐길 수 있는 텐트, 온풍기 10월 중순 기준 난방 필요없는 방, 빔프로젝터는 핸드폰 연결인데 핸드폰 거치대도 잘되어있고 침대 누워서 보기 딱 좋아요 주에 한번 오고싶다 계속 외치면서 숙박했어요 ㅠㅠㅠㅠ', '급하게 하루 묵을 곳이 필요해서 찾게 됐어요 뷰....는 잘 모르겠지만 친구들이랑 보드게임도 하고 1박으로 놀기엔 좋을거같아요', '내년에 또 방문하고싶습니다. 너무 좋았어요^^ 감사합니다.  좋은점 1)위치. cu앞, 다이소근처 2)시설. 숯, 캠핑용품, 빔프로젝터, 보드게임 3)빠른 답변  (아쉬운점) 1)방문 옆 엘베소음이 새벽에도 계속 들려서 힘들었습니다 2)화장실위치 3)어메니티가 없던 점. 이건 제가 다음에 구비해서 방문하면되니까!', '진짜 깔끔하고 분위기도 너무 좋았습니당 ㅠㅠ💛 섬세함까지,, 최고였던 숙소에요 ! 다음에 또 재방문 의사 있습니다 ㅎㅎ', '정말 최고의 숙소입니다. 매년 한 번씩 찾아보고 싶은 숙소! 강추합니다!', '너무 좋아', '뷰 너무 좋아요', '이쁘고 넘 좋았어요!']",40,https://www.airbnb.co.kr/rooms/623406187652368918?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669369972_pLP0N3pCjin05krP,"(37.60967, 126.91722)",0.175354819,구산역
222,마포구,277270,4.42,12,0,,1,2,1,1,1,99,1,0,0,1,0,"['피드백이 빠르고 친절하십니다', '깨끗하고 좋았어요', '옥상 바베큐 장소가 상당히 프라이빗하여 좋은 시간 보내기에 좋았습니다. 사진에 비해 숙소는 작게 느껴졌으나, 부족함 없이 지내기 좋았습니다. 필요물품도 다 잘 구비되어 있었습니다.', '화장실이 좀 아쉬웠던거 빼고는 좋았습니다!', '2번째 이용하고 있어요 좋아요!', '최근에 묵었던 숙소중에 제에에에에일 이뻤어요 그리고 센스가득한 숙소였어요 다음에 여행오게 되면 또 여기서 묵고싶네요', '아늑하고 분위기가 좋았구요 바베큐장도 프라이빗해서 좋았습니다~!', '보드게임으로 시간가는 줄 모르고 놀았습니댜 👍 GOOD', '주차가 아쉽습니다.', '좋아요 영어에서 번역됨  원문 보기', '좋아요 영어에서 번역됨  원문 보기', '좋은 경험이었습니다! 꽤 편안했고 호스트도 너무 친절했습니다. 재방문 의사 있습니다. 영어에서 번역됨  원문 보기']",12,https://www.airbnb.co.kr/rooms/673265587389010995?adults=1&children=0&infants=0&pets=0&check_in=2022-12-02&check_out=2022-12-04&source_impression_id=p3_1669370021_vkZFcGLI9HuYdp%2Fn,"(37.5581, 126.93344)",0.448924436,신촌역
6,서대문구,277270,4.82,162,1,"Château Hongeun 샤또홍은 (2층, 집전체 단독사용)",1,5,1,2,1,91,1,0,0,0,1,"['다음에 또 방문하고 싶을 만큼 좋은 시간 보냈습니다', '최고의 숙소', '상당히 만족스럽고 깔끔합니다', '위치는 역 근처가 아니라서 좀 아쉽긴 했지만 그래도 찾아가기 어렵지는 않았어요 ! 위생적인 부분은 꼼꼼하게 뜯어보지 않으면 괜찮습니다 .. 다만 아쉬운게 쓰레기를 다 정리해서 나가야 하는 게 너무 아쉬웠어요 .. ㅠㅠ', '사진을 보고 생각했던 분위기에 들어 맞는 숙소였습니다! 너무 예쁘고 so cozy했어요ㅎㅎ 다만 비가 왔어서 그런지 처음에 약간 꿉꿉하고 먼지 냄새가 나더라고요~ 이 부분은 나중에 환기하고 에어컨을 틀었더니 괜찮았습니다! 피아노, 블루투스 스피커도 너무 좋았고 음식도 적당히 해먹을 수 있게 갖춰져 있어서 좋은 시간 보냈습니다! :)', '숙소가 너무 이쁘고 깨끗하고 친절했습니다👍🏻 너무 좋고 편하게 잘 머물다 갑니당 ㅎㅎ', '진쫘 가성비 갑이에요ㅠㅠ 조용한 동네에 침구류도 엄청 깔끔하고 재방문 의사100퍼입니다']",41,https://www.airbnb.co.kr/rooms/42590036?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669290181_jW5BXTTtgvVxvW8h,"(37.60285, 126.94822)",1.115082651,녹번역
67,용산구,277270,4.96,91,1,신축/ 장기특가 / NETFLIX 무료시청 가능 / (천호/강동/잠실),1,2,1,1,1,100,1,1,0,1,0,"['호스트님 친절하셨구요.위치도 좋았어요! 체크인도 편했고 방도 엄청 깨끗했습니다!다음에도 또 이용하고 싶어요', '숙소가 정말 깔끔하고 아늑하니 너무 잘지내다 갑니다', '입실 하기 전부터 호스트님이 너무 친절하셔서 좋았는데 입실하고 객실 컨디션보고 더더 좋았어요! 깨끗하고 여러가지 비품들이 잘 준비되어있어서 너무 편하게 잘 묵고 왔습니다! 다음에 기회되면 또 가려구요~~', '신축 숙소라서 시설 측면에서 매우 깨끗하고, 사용하는데 불편함이 없었음. 호스트 분도 여러 문의 사항에 대해 빠르게 피드백 주셔서 잘 이용하다 갑니다.', '신속하고, 청결하고, 친절하셨습니다. 감사합니다.', '인테리어와 조명이 깔끔하고 따뜻한 무드가 전해져 포근한 느낌이었습니다. 입실하자마자 커피머신이 있어 커피 한잔 내려 마시니 환영받는 느낌이었네요. 지내는 내내 내집이었으면 참 좋겠다고 생각했어요. 베드가 너무 아늑해서 늦잠자버렸네요. 재방문의사 200%입니다', '호스트님 너무 친절하시고 친절하단 말로 표현이 부족해요 ,, 숙소도 너무 대만족이었습니다 !! 살고싶을 정도여서 직방 깔고 월세 찾아본 자입니다 ㅠ.. 재방문 의사 100이에요 :)']",40,https://www.airbnb.co.kr/rooms/53244210?adults=1&children=0&infants=0&pets=0&check_in=2023-01-06&check_out=2023-01-08&source_impression_id=p3_1669330033_yhP36ixpGVauc%2FPr,"(37.53771, 127.12507)",0.134417751,천호역
3,마포구,279581,4.79,242,1,망원역 도보 8분/스튜디오메일/3인이상문의,1,2,1,1,1,100,1,0,1,0,0,"['호스트님의 배려로 반려묘와 편하게 지내다갑니당! 숙소 너무 예뻐요 :)', '감사합니다 !', '깨끗하고 분위기 좋은 숙소입니다~ 근처에 맛집도 많고 특별한 날 여유로운 시간 보내기 좋아요!', '최고였어요~', '깔끔하고 공간분리 잘되어있고 화장실도 청결하고 수압쎄고 하수구도 잘되어있어요', '망원역에서 엄청 가깝지는 않지만 그래도 거리 구경하며 걸으면 금방 도착했고, 숙소 매우 청결하고 후기처럼 안에 있을 물품들이 진짜 다 있어서 아무것도 가지고 오지 않았어도 괜찮을거 같다는(?) 생각을 했어요! 그리고 사진 보다 실물이 더 더 이쁜 곳이구요, 공용 공간은(거실,주방) 진짜 인테리어 취저여서 사진을 정말 많이 담아간거 같아요, 다음에 이 근처로 또 오게 되면 숙소 다시 방문하고 싶어요', '깔끔하고 사진그대로인 숙소더라고요ㅠ 다시 가고싶은 숙소입니다', '우선 깨끗하고 사진 그대로라 좋았습니다! 두명이 사용하기엔 공간이 정말 컸구요, 식기도 대부분 다 있어서 좋았습니다.(소주잔, 가위는 없었습니다.) 방음이 안된다는 것은 후기를 통해 알고있었는데, 솔직히 생각한것보다 방음이 더 안됩니다.. 새벽동안 계단 오르내리는 소리, 문밖에서 나는 소리 전부 다들리고 윗집에서 걷는 소리, 심지어 무슨 이야기를 하는지까지 다 들릴 정도긴 했습니다ㅠㅠ 피곤해서 그냥 잠들긴 했지만 이 점은 잘 고려하고 가시면 좋을것 같습니다! 그대신 깨끗한것, 넓은것, 드라이기가 2개인 것 등등 편리한 것들이 많았습니다. :-)', '감각적인 공간, 청결하고 안락했습니다. 주위에 맛집이 많았어요!! 간편하게 포장해 숙소에서 맛있는 음식 먹으면서 쉴 수 있어서 좋았어요!!😊 다음에 기회가 되면 또 방문하고 싶네요', '없는게 없는 숙소였어요! 급하게 간 여행이라 못챙겨간게 많았었는데, 면봉, 티나 커피, 클렌징폼, 스팀다리미, 충전기까지! 세심한거 하나하나까지 다 신경쓰신게 보이더라구요ㅎㅎ 게다가 무드있는 인테리어로 감성까지..!!! 숙소 위치도 너무 좋았고 만족해서 친구랑 다음에 또 방문하려구요ㅎㅎ', '숙소 내부는 생각보다 넓었고, 청결도도 높았고 전체적으로 너무 만족했습니다. 몰래 아껴두고 싶은 숙소가 생겼네요☺️행복하게 머물다 가요💗', '생각보다 더 넓고 좋은 스튜디오 같은 공간이었어요. 식기도 신경써서 준비하신 게 보이더라고요. 에어컨이 빵빵하게 나와서 방이 큰데도 시원하게 잤습니다! 큰 거울이 있어 사진찍기도 좋아요. 동네도 조용하고 좋아요. 재방문 의사 있습니다. 잘 쉬다 가요. :)', '너무 깨끗하고 공간이 예뻤어요! 후기대로 없는게 없더라고요?? 그리고 무엇보다 화장실이 너무 깨끗했어요!! 관리 열심히 한다는게 느껴졌어요!! 덕분에 좋은시간 보냈습니다!', '너무 좋은 숙소입니다.']",26,https://www.airbnb.co.kr/rooms/31046558?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669365182_VZQR07hHon3I4o7t,"(37.55728, 126.91447)",0.408046753,망원역
